part_id,supplier_id,description,unit_weight_kg,unit_volume_m3,part_length_m,part_width_m,part_height_m,unit_value_eur,criticality,damage_sensitivity,handling_class,stackable,returnable_eligible,line_family,bom_A,bom_B,bom_C,bom_D
P0553,S018,Synthetic automotive component 0553,2.2229,0.013752,0.4564,0.2668,0.1129,1.52,low,0.1549,manual,True,True,powertrain,1,1,1,1
P0554,S011,Synthetic automotive component 0554,4.3512,0.015123,0.4317,0.3199,0.1095,14.04,medium,0.0973,manual,True,True,electronics,2,2,2,2
P0555,S015,Synthetic automotive component 0555,4.3324,0.096108,0.8584,0.5138,0.2179,15.68,high,0.2545,assisted,True,True,interior,5,3,3,5
P0556,S015,Synthetic automotive component 0556,3.2767,0.029754,0.4937,0.4835,0.1246,3.11,medium,0.0647,manual,True,True,interior,0,14,0,14
P0557,S012,Synthetic automotive component 0557,4.4751,0.025851,0.6846,0.3085,0.1224,5.69,high,0.0876,manual,False,True,powertrain,0,1,1,0
P0558,S033,Synthetic automotive component 0558,1.5329,0.011761,0.407,0.3199,0.0903,52.13,low,0.2308,manual,True,True,body,5,5,4,4
P0559,S004,Synthetic automotive component 0559,2.8154,0.011231,0.4501,0.2483,0.1005,7.17,medium,0.3587,manual,True,True,powertrain,8,7,8,10
P0560,S059,Synthetic automotive component 0560,8.8172,0.032818,0.6163,0.4191,0.1271,143.78,medium,0.2561,assisted,True,True,electronics,0,5,0,4
P0561,S043,Synthetic automotive component 0561,5.5876,0.020872,0.5031,0.3064,0.1354,12.74,low,0.1337,manual,True,True,thermal,5,7,7,6
P0562,S042,Synthetic automotive component 0562,2.6557,0.026932,0.4546,0.483,0.1227,14.19,high,0.2848,manual,True,True,chassis,1,1,1,1
P0563,S033,Synthetic automotive component 0563,14.6568,0.027215,0.507,0.4566,0.1176,334.52,medium,0.6572,assisted,False,True,thermal,1,1,1,1
P0564,S019,Synthetic automotive component 0564,4.3511,0.010419,0.3161,0.27,0.1221,14.12,medium,0.4051,manual,True,True,chassis,0,0,7,5
P0565,S023,Synthetic automotive component 0565,5.507,0.05409,0.6606,0.5098,0.1606,50.44,high,0.3507,manual,True,True,interior,0,0,1,1
P0566,S053,Synthetic automotive component 0566,2.5541,0.005075,0.248,0.2381,0.0859,1.21,high,0.1494,manual,True,True,chassis,2,0,2,0
P0567,S054,Synthetic automotive component 0567,1.0833,0.0151,0.3609,0.369,0.1134,6.82,medium,0.6133,manual,True,True,powertrain,5,5,4,4
P0568,S025,Synthetic automotive component 0568,6.4622,0.036226,0.8085,0.3602,0.1244,28.23,medium,0.4361,manual,True,True,thermal,0,0,4,0
P0569,S055,Synthetic automotive component 0569,1.349,0.00832,0.4415,0.2356,0.08,187.56,low,0.2246,manual,False,True,chassis,6,7,6,7
P0570,S048,Synthetic automotive component 0570,1.1597,0.005656,0.2623,0.1968,0.1096,6.64,low,0.5049,manual,True,True,interior,2,2,2,2
P0571,S048,Synthetic automotive component 0571,1.2229,0.004218,0.3865,0.1705,0.064,4.98,low,0.3874,manual,True,True,body,3,0,0,5
P0572,S011,Synthetic automotive component 0572,13.9333,0.138323,1.0282,0.6633,0.2028,55.03,critical,0.2999,assisted,True,True,chassis,1,0,0,1
P0573,S051,Synthetic automotive component 0573,2.2919,0.002547,0.2503,0.1633,0.0623,20.93,low,0.1352,manual,True,False,thermal,0,0,1,1
P0574,S003,Synthetic automotive component 0574,3.9281,0.007144,0.332,0.2841,0.0758,30.01,low,0.1355,manual,False,True,thermal,0,8,10,6
P0575,S053,Synthetic automotive component 0575,5.9063,0.038436,0.5932,0.5024,0.129,29.92,medium,0.8042,manual,True,True,electronics,0,4,0,0
P0576,S048,Synthetic automotive component 0576,1.1049,0.007395,0.3497,0.2599,0.0814,26.55,low,0.1126,manual,True,True,powertrain,1,1,1,1
P0577,S009,Synthetic automotive component 0577,2.7792,0.005546,0.4067,0.1922,0.0709,11.72,medium,0.4215,manual,True,True,body,0,1,1,1
P0578,S007,Synthetic automotive component 0578,3.5764,0.015587,0.3878,0.2866,0.1403,23.16,high,0.5736,manual,True,True,interior,6,7,6,5
P0579,S012,Synthetic automotive component 0579,3.032,0.011495,0.5314,0.2342,0.0924,4.85,low,0.3533,manual,True,True,thermal,11,12,13,10
P0580,S015,Synthetic automotive component 0580,4.7465,0.031747,0.5854,0.332,0.1634,171.02,medium,0.3431,manual,True,True,interior,0,2,2,2
P0581,S022,Synthetic automotive component 0581,0.4385,0.001433,0.1592,0.1584,0.0569,13.6,low,0.1997,manual,True,True,body,7,0,6,0
P0582,S042,Synthetic automotive component 0582,2.5392,0.028425,0.4418,0.4173,0.1542,39.83,medium,0.3015,manual,True,True,interior,0,1,1,1
P0583,S044,Synthetic automotive component 0583,0.3591,0.003671,0.2712,0.2318,0.0584,1.44,medium,0.6463,manual,False,True,chassis,7,0,9,8
P0584,S042,Synthetic automotive component 0584,1.0967,0.006537,0.2915,0.2805,0.0799,1.78,medium,0.4682,manual,True,True,thermal,2,2,2,0
P0585,S024,Synthetic automotive component 0585,1.2968,0.00622,0.2777,0.2375,0.0943,7.83,low,0.7176,manual,True,True,electronics,9,12,14,9
P0586,S021,Synthetic automotive component 0586,3.4691,0.009413,0.3508,0.2947,0.0911,26.58,low,0.1221,manual,True,True,interior,3,0,4,4
P0587,S023,Synthetic automotive component 0587,9.3918,0.020193,0.4776,0.3307,0.1279,13.08,high,0.1235,assisted,True,True,thermal,1,0,0,0
P0588,S024,Synthetic automotive component 0588,1.8653,0.004673,0.3867,0.1944,0.0621,13.32,low,0.0818,manual,True,True,chassis,7,7,6,7
P0589,S021,Synthetic automotive component 0589,0.0919,0.000389,0.1032,0.1112,0.0338,13.88,medium,0.3992,manual,True,True,powertrain,2,2,0,2
P0590,S018,Synthetic automotive component 0590,2.8165,0.016123,0.4565,0.3123,0.1131,18.36,medium,0.513,manual,False,True,body,1,1,1,1
P0591,S000,Synthetic automotive component 0591,19.7589,0.095215,0.8755,0.5715,0.1903,10.5,medium,0.4367,assisted,True,True,body,2,2,2,2
P0592,S039,Synthetic automotive component 0592,7.7074,0.02494,0.6288,0.3203,0.1238,98.69,low,0.2523,manual,True,True,thermal,2,0,2,2
P0593,S022,Synthetic automotive component 0593,3.1151,0.012806,0.5187,0.2561,0.0964,39.56,low,0.0327,manual,True,True,powertrain,4,0,3,3
P0594,S054,Synthetic automotive component 0594,2.8123,0.013939,0.4484,0.3031,0.1026,20.54,critical,0.4986,manual,False,True,body,1,1,1,1
P0595,S027,Synthetic automotive component 0595,3.0495,0.012488,0.3779,0.3147,0.105,11.62,medium,0.1854,manual,True,True,interior,5,3,5,3
P0596,S012,Synthetic automotive component 0596,1.5469,0.01477,0.4101,0.2846,0.1265,7.2,medium,0.519,manual,True,True,powertrain,1,1,1,1
P0597,S018,Synthetic automotive component 0597,3.8459,0.017988,0.4642,0.3632,0.1067,107.32,low,0.2293,manual,True,True,interior,2,2,2,0
P0598,S016,Synthetic automotive component 0598,1.5542,0.009228,0.481,0.236,0.0813,22.26,high,0.3265,manual,True,True,interior,1,1,1,1
P0599,S018,Synthetic automotive component 0599,3.3321,0.017497,0.5237,0.3062,0.1091,24.54,low,0.2471,manual,True,True,thermal,2,2,0,2
